itm_no_item|无 效 项 目 
itm_gekokujo_kebiki_new5_pl|仿 古 具 足 
itm_gekokujo_kebiki_new6|仿 古 具 足 
itm_gekokujo_kebiki_new6_pl|仿 古 具 足 
itm_gekokujo_kebiki_new7|仿 古 具 足 
itm_gekokujo_kebiki_new7_pl|仿 古 具 足 
itm_gekokujo_kebiki_new8|仿 古 具 足 
itm_gekokujo_kebiki_new8_pl|仿 古 具 足 
itm_gekokujo_kebiki_new9|仿 古 具 足 
itm_gekokujo_kebiki_new9_pl|仿 古 具 足 
itm_gekokujo_kebiki_new10|仿 古 具 足 
itm_gekokujo_kebiki_new10_pl|仿 古 具 足 
itm_gekokujo_kebiki_new11|仿 古 具 足 
itm_gekokujo_kebiki_new11_pl|仿 古 具 足 
itm_gekokujo_kebiki_new12|仿 古 具 足 
itm_gekokujo_kebiki_new12_pl|仿 古 具 足 
itm_gekokujo_kebiki_new13|仿 古 具 足 
itm_gekokujo_kebiki_new13_pl|仿 古 具 足 
itm_arudakebikinew|仿 古 具 足 
itm_arudakebikinew_pl|仿 古 具 足 
itm_blueblood_early_yoroi_5|仿 古 具 足 
itm_blueblood_early_yoroi_5_pl|仿 古 具 足 
itm_blueblood_early_yoroi_8|仿 古 具 足 
itm_blueblood_early_yoroi_8_pl|仿 古 具 足 
itm_blueblood_early_yoroi_red|仿 古 具 足 
itm_blueblood_early_yoroi_red_pl|仿 古 具 足 
itm_blueblood_early_yoroi_11|仿 古 具 足 
itm_blueblood_early_yoroi_11_pl|仿 古 具 足 
itm_blueblood_early_yoroi_12|仿 古 具 足 
itm_blueblood_early_yoroi_12_pl|仿 古 具 足 
itm_blueblood_early_yoroi_15|仿 古 具 足 
itm_blueblood_early_yoroi_15_pl|仿 古 具 足 
itm_blueblood_early_yoroi_7|仿 古 具 足 
itm_blueblood_early_yoroi_7_pl|仿 古 具 足 
itm_ssh_yoroi|仿 古 具 足 
itm_ssh_yoroi_pl|仿 古 具 足 
itm_blueblood_early_yoroi|仿 古 具 足 
itm_blueblood_early_yoroi_pl|仿 古 具 足 
itm_sengoku_kanrei|镰 仓 胴 丸 铠 
itm_sengoku_kanrei_pl|镰 仓 胴 丸 铠 
itm_sugo_kebiki_1|仿 古 具 足 
itm_sugo_kebiki_1_pl|仿 古 具 足 
itm_sugo_kebiki_2|仿 古 具 足 
itm_sugo_kebiki_2_pl|仿 古 具 足 
itm_sugo_kebiki_3|仿 古 具 足 
itm_sugo_kebiki_3_pl|仿 古 具 足 
itm_sugo_kebiki_4|仿 古 具 足 
itm_sugo_kebiki_4_pl|仿 古 具 足 
itm_sugo_kebiki_5|仿 古 具 足 
itm_sugo_kebiki_5_pl|仿 古 具 足 
itm_sugo_kebiki_6|仿 古 具 足 
itm_sugo_kebiki_6_pl|仿 古 具 足 
itm_sugo_kebiki_7|仿 古 具 足 
itm_sugo_kebiki_7_pl|仿 古 具 足 
itm_sugo_kebiki_8|仿 古 具 足 
itm_sugo_kebiki_8_pl|仿 古 具 足 
itm_sugo_kebiki_9|仿 古 具 足 
itm_sugo_kebiki_9_pl|仿 古 具 足 
itm_sugo_kebiki_10|仿 古 具 足 
itm_sugo_kebiki_10_pl|仿 古 具 足 
itm_sugo_kebiki_11|仿 古 具 足 
itm_sugo_kebiki_11_pl|仿 古 具 足 
itm_sugo_kebiki_12|仿 古 具 足 
itm_sugo_kebiki_12_pl|仿 古 具 足 
itm_sugo_kebiki_13|仿 古 具 足 
itm_sugo_kebiki_13_pl|仿 古 具 足 
itm_sugo_kebiki_14|仿 古 具 足 
itm_sugo_kebiki_14_pl|仿 古 具 足 
itm_sugo_kebiki_15|仿 古 具 足 
itm_sugo_kebiki_15_pl|仿 古 具 足 
itm_sugo_kebiki_16|仿 古 具 足 
itm_sugo_kebiki_16_pl|仿 古 具 足 
itm_sugo_kebiki_17|仿 古 具 足 
itm_sugo_kebiki_17_pl|仿 古 具 足 
itm_sugo_kebiki_18|仿 古 具 足 
itm_sugo_kebiki_18_pl|仿 古 具 足 
itm_sugo_kebiki_19|仿 古 具 足 
itm_sugo_kebiki_19_pl|仿 古 具 足 
itm_sugo_kebiki_20|仿 古 具 足 
itm_sugo_kebiki_20_pl|仿 古 具 足 
itm_sugo_kebiki_21|仿 古 具 足 
itm_sugo_kebiki_21_pl|仿 古 具 足 
itm_ssugo_kebiki_1|仿 古 具 足 
itm_ssugo_kebiki_1_pl|仿 古 具 足 
itm_ssugo_kebiki_2|仿 古 具 足 
itm_ssugo_kebiki_2_pl|仿 古 具 足 
itm_ssugo_kebiki_3|仿 古 具 足 
itm_ssugo_kebiki_3_pl|仿 古 具 足 
itm_ssugo_kebiki_4|仿 古 具 足 
itm_ssugo_kebiki_4_pl|仿 古 具 足 
itm_ssugo_kebiki_5|仿 古 具 足 
itm_ssugo_kebiki_5_pl|仿 古 具 足 
itm_ssugo_kebiki_12|仿 古 具 足 
itm_ssugo_kebiki_12_pl|仿 古 具 足 
itm_ssugo_kebiki_13|仿 古 具 足 
itm_ssugo_kebiki_13_pl|仿 古 具 足 
itm_ssugo_kebiki_16|仿 古 具 足 
itm_ssugo_kebiki_16_pl|仿 古 具 足 
itm_ssugo_kebiki_19|仿 古 具 足 
itm_ssugo_kebiki_19_pl|仿 古 具 足 
itm_ssugo_kebiki_20|仿 古 具 足 
itm_ssugo_kebiki_20_pl|仿 古 具 足 
itm_ssugo_kebiki_21|仿 古 具 足 
itm_ssugo_kebiki_21_pl|仿 古 具 足 
itm_sugo_kebiki_22|仿 古 具 足 
itm_sugo_kebiki_22_pl|仿 古 具 足 
itm_sugo_kebiki_23|仿 古 具 足 
itm_sugo_kebiki_23_pl|仿 古 具 足 
itm_sugo_kebiki_24|仿 古 具 足 
itm_sugo_kebiki_24_pl|仿 古 具 足 
itm_sugo_kebiki_25|仿 古 具 足 
itm_sugo_kebiki_25_pl|仿 古 具 足 
itm_gekokujo_doumaru_1|胴 丸 铠 
itm_gekokujo_doumaru_1_pl|胴 丸 铠 
itm_gekokujo_doumaru_2|胴 丸 铠 
itm_gekokujo_doumaru_2_pl|胴 丸 铠 
itm_gekokujo_nanban_1|南 蛮 胴 
itm_gekokujo_nanban_1_pl|南 蛮 胴 
itm_gekokujo_nanban_2|南 蛮 胴 
itm_gekokujo_nanban_2_pl|南 蛮 胴 
itm_gekokujo_nanban_3|南 蛮 胴 
itm_gekokujo_nanban_3_pl|南 蛮 胴 
itm_gekokujo_nanban_4|南 蛮 胴 
itm_gekokujo_nanban_4_pl|南 蛮 胴 
itm_gekokujo_nanban_5|南 蛮 胴 
itm_gekokujo_nanban_5_pl|南 蛮 胴 
itm_gekokujo_nanban_6|南 蛮 胴 
itm_gekokujo_nanban_6_pl|南 蛮 胴 
itm_gekokujo_nanban_8|南 蛮 胴 
itm_gekokujo_nanban_8_pl|南 蛮 胴 
itm_gekokujo_nanban_9|南 蛮 胴 
itm_gekokujo_nanban_9_pl|南 蛮 胴 
itm_gekokujo_nanban_10|南 蛮 胴 
itm_gekokujo_nanban_10_pl|南 蛮 胴 
itm_gekokujo_nanban_11|南 蛮 胴 
itm_gekokujo_nanban_11_pl|南 蛮 胴 
itm_gekokujo_nanban_12|南 蛮 胴 
itm_gekokujo_nanban_12_pl|南 蛮 胴 
itm_gekokujo_nanban_13|南 蛮 胴 
itm_gekokujo_nanban_13_pl|南 蛮 胴 
itm_gekokujo_nanban_14|南 蛮 胴 
itm_gekokujo_nanban_14_pl|南 蛮 胴 
itm_blackninjaarmor|忍 甲 
itm_blackninjaarmor_pl|忍 甲 
itm_otani_yoshitsugu|大 谷 吉 継 甲 
itm_otani_yoshitsugu_pl|大 谷 吉 継 甲 
itm_tokugawa_motoyasu|德 川 家 康 甲 
itm_tokugawa_motoyasu_pl|德 川 家 康 甲 
itm_akechikozane|明 智 光 秀 甲 
itm_akechikozane_pl|明 智 光 秀 甲 
itm_takeda_shingen|武 田 信 玄 甲 
itm_takeda_shingen_pl|武 田 信 玄 甲 
itm_sanada_gusoku|真 田 甲 
itm_sanada_gusoku_pl|真 田 甲 
itm_honda_tadakatsu_armor|本 多 忠 胜 甲 
itm_honda_tadakatsu_armor_pl|本 多 忠 胜 甲 
itm_kobayakawa|小 早 川 甲 
itm_kobayakawa_pl|小 早 川 甲 
itm_shingenarmor|武 田 信 玄 甲 
itm_shingenarmor_pl|武 田 信 玄 甲 
itm_uesugi_nan|南 蛮 剑 士 甲 
itm_uesugi_nan_pl|南 蛮 剑 士 甲 
itm_daimyo_okegawa_long_dates2|政 宗 雪 雪 下 胴 
itm_daimyo_okegawa_long_dates2_pl|政 宗 雪 雪 下 胴 
itm_daimyo_okegawa_long_naoe|直 江 甲 
itm_daimyo_okegawa_long_naoe_pl|直 江 甲 
itm_daimyo_okegawa_long_moris2|毛 利 甲 
itm_daimyo_okegawa_long_moris2_pl|毛 利 甲 
itm_daimyo_okegawa_long_ashikagas2|足 利 甲 
itm_daimyo_okegawa_long_ashikagas2_pl|足 利 甲 
itm_daimyo_okegawa_long_takedas2|武 田 甲 
itm_daimyo_okegawa_long_takedas2_pl|武 田 甲 
itm_daimyo_okegawa_long_takedas3|桶 侧 胴 
itm_daimyo_okegawa_long_takedas3_pl|桶 侧 胴 
itm_daimyo_okegawa_long_takedas4|桶 侧 胴 
itm_daimyo_okegawa_long_takedas4_pl|桶 侧 胴 
itm_daimyo_okegawa_long_takedas5|桶 侧 胴 
itm_daimyo_okegawa_long_takedas5_pl|桶 侧 胴 
itm_daimyo_okegawa_long_motos2|桶 侧 胴 
itm_daimyo_okegawa_long_motos2_pl|桶 侧 胴 
itm_blueblood_early_yoroi_14|最 上 甲 
itm_blueblood_early_yoroi_14_pl|最 上 甲 
itm_gekokujo_okegawa_long_20|加 藤 清 正 甲 
itm_gekokujo_okegawa_long_20_pl|加 藤 清 正 甲 
itm_gekokujo_sugegasa_1|菅 笠 
itm_gekokujo_sugegasa_1_pl|菅 笠 
itm_gekokujo_monk_headwrap|白 头 巾 
itm_gekokujo_monk_headwrap_pl|白 头 巾 
itm_gekokujo_ninja_headwrap|黑 头 巾 
itm_gekokujo_ninja_headwrap_pl|黑 头 巾 
itm_monk_sugo_cap|白 头 巾 
itm_monk_sugo_cap_pl|白 头 巾 
itm_sam_ronin_gasa|浪 客 笠 
itm_sam_ronin_gasa_pl|浪 客 笠 
itm_kasa_zen_full|菅 笠 
itm_kasa_zen_full_pl|菅 笠 
itm_sugo_cap_white|白 头 巾 
itm_sugo_cap_white_pl|白 头 巾 
itm_sugo_cap_blue|蓝 头 巾 
itm_sugo_cap_blue_pl|蓝 头 巾 
itm_ninjahood|忍 者 头 巾 
itm_ninjahood_pl|忍 者 头 巾 
itm_gekokujo_jingasa_1|阵 笠 
itm_gekokujo_jingasa_1_pl|阵 笠 
itm_gekokujo_jingasa_2|阵 笠 
itm_gekokujo_jingasa_2_pl|阵 笠 
itm_gekokujo_jingasa_3|阵 笠 
itm_gekokujo_jingasa_3_pl|阵 笠 
itm_gekokujo_jingasa_4|阵 笠 
itm_gekokujo_jingasa_4_pl|阵 笠 
itm_gekokujo_jingasa_5|阵 笠 
itm_gekokujo_jingasa_5_pl|阵 笠 
itm_gekokujo_jingasa_6|阵 笠 
itm_gekokujo_jingasa_6_pl|阵 笠 
itm_gekokujo_jingasa_7|阵 笠 
itm_gekokujo_jingasa_7_pl|阵 笠 
itm_gekokujo_jingasa_8|阵 笠 
itm_gekokujo_jingasa_8_pl|阵 笠 
itm_gekokujo_jingasa_9|阵 笠 
itm_gekokujo_jingasa_9_pl|阵 笠 
itm_gekokujo_jingasa_uesugi|上 杉 阵 笠 
itm_gekokujo_jingasa_uesugi_pl|上 杉 阵 笠 
itm_gekokujo_jingasa_date|伊 达 阵 笠 
itm_gekokujo_jingasa_date_pl|伊 达 阵 笠 
itm_gekokujo_jingasa_oda|织 田 阵 笠 
itm_gekokujo_jingasa_oda_pl|织 田 阵 笠 
itm_gekokujo_jingasa_mori|毛 利 阵 笠 
itm_gekokujo_jingasa_mori_pl|毛 利 阵 笠 
itm_gekokujo_jingasa_takeda|武 田 阵 笠 
itm_gekokujo_jingasa_takeda_pl|武 田 阵 笠 
itm_gekokujo_jingasa_tokugawa|德 川 阵 笠 
itm_gekokujo_jingasa_tokugawa_pl|德 川 阵 笠 
itm_gekokujo_jingasa_miyoshi|三 好 阵 笠 
itm_gekokujo_jingasa_miyoshi_pl|三 好 阵 笠 
itm_gekokujo_jingasa_amako|尼 子 阵 笠 
itm_gekokujo_jingasa_amako_pl|尼 子 阵 笠 
itm_gekokujo_jingasa_otomo|大 友 阵 笠 
itm_gekokujo_jingasa_otomo_pl|大 友 阵 笠 
itm_gekokujo_jingasa_nanbu|南 部 阵 笠 
itm_gekokujo_jingasa_nanbu_pl|南 部 阵 笠 
itm_gekokujo_jingasa_asakura|朝 仓 阵 笠 
itm_gekokujo_jingasa_asakura_pl|朝 仓 阵 笠 
itm_gekokujo_jingasa_chosokabe|长 宗 我 部 阵 笠 
itm_gekokujo_jingasa_chosokabe_pl|长 宗 我 部 阵 笠 
itm_gekokujo_jingasa_hojo|北 条 阵 笠 
itm_gekokujo_jingasa_hojo_pl|北 条 阵 笠 
itm_gekokujo_jingasa_mogami|最 上 阵 笠 
itm_gekokujo_jingasa_mogami_pl|最 上 阵 笠 
itm_gekokujo_jingasa_shimazu|岛 津 阵 笠 
itm_gekokujo_jingasa_shimazu_pl|岛 津 阵 笠 
itm_gekokujo_jingasa_ryuzoji|龙 造 寺 阵 笠 
itm_gekokujo_jingasa_ryuzoji_pl|龙 造 寺 阵 笠 
itm_gekokujo_jingasa_satake|佐 竹 阵 笠 
itm_gekokujo_jingasa_satake_pl|佐 竹 阵 笠 
itm_gekokujo_jingasa_satomi|里 见 阵 笠 
itm_gekokujo_jingasa_satomi_pl|里 见 阵 笠 
itm_gekokujo_jingasa_ukita|宇 多 喜 阵 笠 
itm_gekokujo_jingasa_ukita_pl|宇 多 喜 阵 笠 
itm_gekokujo_jingasa_ikko|一 向 宗 阵 笠 
itm_gekokujo_jingasa_ikko_pl|一 向 宗 阵 笠 
itm_gekokujo_jingasa_imagawa|今 川 阵 笠 
itm_gekokujo_jingasa_imagawa_pl|今 川 阵 笠 
itm_gekokujo_jingasa_ito|伊 东 阵 笠 
itm_gekokujo_jingasa_ito_pl|伊 东 阵 笠 
itm_gekokujo_jingasa_saito|斋 藤 阵 笠 
itm_gekokujo_jingasa_saito_pl|斋 藤 阵 笠 
itm_gekokujo_jingasa_ashikaga|足 利 阵 笠 
itm_gekokujo_jingasa_ashikaga_pl|足 利 阵 笠 
itm_sam_eboshi_wom_0|张 乌 帽 子 (女 )
itm_sam_eboshi_wom_0_pl|张 乌 帽 子 (女 )
itm_sam_eboshi_wom|侍 乌 帽 子 (女 )
itm_sam_eboshi_wom_pl|侍 乌 帽 子 (女 )
itm_sam_eboshi_wom_2|立 引 乌 帽 子 (女 )
itm_sam_eboshi_wom_2_pl|立 引 乌 帽 子 (女 )
itm_sam_eboshi|侍 乌 帽 子 
itm_sam_eboshi_pl|侍 乌 帽 子 
itm_sam_eboshi1|萎 乌 帽 子 
itm_sam_eboshi1_pl|萎 乌 帽 子 
itm_sam_eboshi2|侍 乌 帽 子 
itm_sam_eboshi2_pl|侍 乌 帽 子 
itm_sam_eboshi3|立 引 乌 帽 子 
itm_sam_eboshi3_pl|立 引 乌 帽 子 
itm_hachimaki_sam|武 士 头 带 
itm_hachimaki_sam_pl|武 士 头 带 
itm_hachimaki1|钵 卷 
itm_hachimaki1_pl|钵 卷 
itm_eboshi_helm1|侍 乌 帽 子 带 黑 半 首 
itm_eboshi_helm1_pl|侍 乌 帽 子 带 黑 半 首 
itm_eboshi_helm2|萎 乌 帽 子 带 黑 面 颊 
itm_eboshi_helm2_pl|萎 乌 帽 子 带 黑 面 颊 
itm_eboshi_helm3|侍 乌 帽 子 带 黑 半 首 
itm_eboshi_helm3_pl|侍 乌 帽 子 带 黑 半 首 
itm_eboshi_helm4|立 引 乌 帽 子 带 红 面 颊 
itm_eboshi_helm4_pl|立 引 乌 帽 子 带 红 面 颊 
itm_eboshi_helm1_red|侍 乌 帽 子 带 红 半 首 
itm_eboshi_helm1_red_pl|侍 乌 帽 子 带 红 半 首 
itm_hachimaki_helm_brown|钵 卷 带 棕 面 颊 
itm_hachimaki_helm_brown_pl|钵 卷 带 棕 面 颊 
itm_eboshi_helm2_red|萎 乌 帽 子 带 红 面 颊 
itm_eboshi_helm2_red_pl|萎 乌 帽 子 带 红 面 颊 
itm_eboshi_helm2_brown|萎 乌 帽 子 带 棕 面 颊 
itm_eboshi_helm2_brown_pl|萎 乌 帽 子 带 棕 面 颊 
itm_eboshi_helm3_red|侍 乌 帽 子 带 红 半 首 
itm_eboshi_helm3_red_pl|侍 乌 帽 子 带 红 半 首 
itm_eboshi_helm3_brown|侍 乌 帽 子 带 棕 半 首 
itm_eboshi_helm3_brown_pl|侍 乌 帽 子 带 棕 半 首 
itm_eboshi_helm4_red|立 引 乌 帽 子 带 红 面 颊 
itm_eboshi_helm4_red_pl|立 引 乌 帽 子 带 红 面 颊 
itm_eboshi_helm5_brown|立 引 乌 帽 子 带 棕 面 颊 
itm_eboshi_helm5_brown_pl|立 引 乌 帽 子 带 棕 面 颊 
itm_hachimaki_helm_red|钵 卷 带 红 面 颊 
itm_hachimaki_helm_red_pl|钵 卷 带 红 面 颊 
itm_hachimaki_helm|钵 卷 带 黑 面 颊 
itm_hachimaki_helm_pl|钵 卷 带 黑 面 颊 
itm_saburo_jingasa_dragon|红 乱 发 额 铁 
itm_saburo_jingasa_dragon_pl|红 乱 发 额 铁 
itm_saburo_jingasa_dragon_bl|黑 乱 发 额 铁 
itm_saburo_jingasa_dragon_bl_pl|黑 乱 发 额 铁 
itm_saburo_jingasa_dragon_wh|白 乱 发 额 铁 
itm_saburo_jingasa_dragon_wh_pl|白 乱 发 额 铁 
itm_gekokujo_hari_o_1|御 贷 头 形 兜 
itm_gekokujo_hari_o_1_pl|御 贷 头 形 兜 
itm_gekokujo_hari_o_2|御 贷 头 形 兜 
itm_gekokujo_hari_o_2_pl|御 贷 头 形 兜 
itm_gekokujo_hari_o_3|御 贷 头 形 兜 
itm_gekokujo_hari_o_3_pl|御 贷 头 形 兜 
itm_gekokujo_hari_o_grey|御 贷 头 形 兜 
itm_gekokujo_hari_o_grey_pl|御 贷 头 形 兜 
itm_kabuto_base_greyy|御 贷 头 形 兜 
itm_kabuto_base_greyy_pl|御 贷 头 形 兜 
itm_kabuto_base_takeda|浪 客 头 形 兜 
itm_kabuto_base_takeda_pl|浪 客 头 形 兜 
itm_kabuto_base_oda|浪 客 头 形 兜 
itm_kabuto_base_oda_pl|浪 客 头 形 兜 
itm_shimazu_hari|御 贷 头 形 兜 
itm_shimazu_hari_pl|御 贷 头 形 兜 
itm_gekokujo_suji_o_1|御 贷 筋 兜 
itm_gekokujo_suji_o_1_pl|御 贷 筋 兜 
itm_gekokujo_suji_o_2|御 贷 筋 兜 
itm_gekokujo_suji_o_2_pl|御 贷 筋 兜 
itm_gekokujo_suji_o_3|御 贷 筋 兜 
itm_gekokujo_suji_o_3_pl|御 贷 筋 兜 
itm_gekokujo_suji_o_grey|御 贷 筋 兜 
itm_gekokujo_suji_o_grey_pl|御 贷 筋 兜 
itm_gekokujo_suji_o_ito|御 贷 筋 兜 
itm_gekokujo_suji_o_ito_pl|御 贷 筋 兜 
itm_gekokujo_suji_o_saito|御 贷 筋 兜 
itm_gekokujo_suji_o_saito_pl|御 贷 筋 兜 
itm_gekokujo_suji_o_imagawa|御 贷 筋 兜 
itm_gekokujo_suji_o_imagawa_pl|御 贷 筋 兜 
itm_gekokujo_shinomi_o_1|御 贷 阿 古 陀 兜 
itm_gekokujo_shinomi_o_1_pl|御 贷 阿 古 陀 兜 
itm_gekokujo_shinomi_o_2|御 贷 阿 古 陀 兜 
itm_gekokujo_shinomi_o_2_pl|御 贷 阿 古 陀 兜 
itm_gekokujo_shinomi_o_3|御 贷 阿 古 陀 兜 
itm_gekokujo_shinomi_o_3_pl|御 贷 阿 古 陀 兜 
itm_gekokujo_zunari_o_1|御 贷 日 根 野 形 兜 
itm_gekokujo_zunari_o_1_pl|御 贷 日 根 野 形 兜 
itm_gekokujo_zunari_o_2|御 贷 日 根 野 形 兜 
itm_gekokujo_zunari_o_2_pl|御 贷 日 根 野 形 兜 
itm_gekokujo_zunari_o_3|御 贷 日 根 野 形 兜 
itm_gekokujo_zunari_o_3_pl|御 贷 日 根 野 形 兜 
itm_gekokujo_zunari_o_saito|御 贷 日 根 野 形 兜 
itm_gekokujo_zunari_o_saito_pl|御 贷 日 根 野 形 兜 
itm_gekokujo_zunari_o_ito|御 贷 日 根 野 形 兜 
itm_gekokujo_zunari_o_ito_pl|御 贷 日 根 野 形 兜 
itm_gekokujo_zunari_o_imagawa|御 贷 日 根 野 形 兜 
itm_gekokujo_zunari_o_imagawa_pl|御 贷 日 根 野 形 兜 
itm_shimazu_okashi|御 贷 日 根 野 形 兜 
itm_shimazu_okashi_pl|御 贷 日 根 野 形 兜 
itm_gekokujo_zunari1_1|御 贷 日 根 野 形 兜 
itm_gekokujo_zunari1_1_pl|御 贷 日 根 野 形 兜 
itm_gekokujo_kabuto3_o_1|御 贷 阿 古 陀 兜 
itm_gekokujo_kabuto3_o_1_pl|御 贷 阿 古 陀 兜 
itm_gekokujo_kabuto3_o_2|御 贷 阿 古 陀 兜 
itm_gekokujo_kabuto3_o_2_pl|御 贷 阿 古 陀 兜 
itm_gekokujo_kabuto3_o_3|御 贷 阿 古 陀 兜 
itm_gekokujo_kabuto3_o_3_pl|御 贷 阿 古 陀 兜 
itm_gekokujo_shinomi_o_h_1|御 贷 阿 古 陀 兜 
itm_gekokujo_shinomi_o_h_1_pl|御 贷 阿 古 陀 兜 
itm_gekokujo_shinomi_o_h_2|御 贷 阿 古 陀 兜 
itm_gekokujo_shinomi_o_h_2_pl|御 贷 阿 古 陀 兜 
itm_gekokujo_shinomi_o_h_3|御 贷 阿 古 陀 兜 
itm_gekokujo_shinomi_o_h_3_pl|御 贷 阿 古 陀 兜 
itm_gekokujo_shinomi_o_saito|御 贷 阿 古 陀 兜 
itm_gekokujo_shinomi_o_saito_pl|御 贷 阿 古 陀 兜 
itm_gekokujo_shinomi_o_ito|御 贷 阿 古 陀 兜 
itm_gekokujo_shinomi_o_ito_pl|御 贷 阿 古 陀 兜 
itm_gekokujo_shinomi_o_imagawa|御 贷 阿 古 陀 兜 
itm_gekokujo_shinomi_o_imagawa_pl|御 贷 阿 古 陀 兜 
itm_gekokujo_zunari_o_h_1|御 贷 日 根 野 形 兜 
itm_gekokujo_zunari_o_h_1_pl|御 贷 日 根 野 形 兜 
itm_gekokujo_zunari_o_h_2|御 贷 日 根 野 形 兜 
itm_gekokujo_zunari_o_h_2_pl|御 贷 日 根 野 形 兜 
itm_gekokujo_zunari_o_h_3|御 贷 日 根 野 形 兜 
itm_gekokujo_zunari_o_h_3_pl|御 贷 日 根 野 形 兜 
itm_gekokujo_zunari_o_h_saito|御 贷 日 根 野 形 兜 
itm_gekokujo_zunari_o_h_saito_pl|御 贷 日 根 野 形 兜 
itm_gekokujo_zunari_o_h_ito|御 贷 日 根 野 形 兜 
itm_gekokujo_zunari_o_h_ito_pl|御 贷 日 根 野 形 兜 
itm_gekokujo_zunari_o_h_imagawa|御 贷 日 根 野 形 兜 
itm_gekokujo_zunari_o_h_imagawa_pl|御 贷 日 根 野 形 兜 
itm_gekokujo_kabuto3_o_h_1|御 贷 阿 古 陀 兜 
itm_gekokujo_kabuto3_o_h_1_pl|御 贷 阿 古 陀 兜 
itm_gekokujo_kabuto3_o_h_2|御 贷 阿 古 陀 兜 
itm_gekokujo_kabuto3_o_h_2_pl|御 贷 阿 古 陀 兜 
itm_gekokujo_kabuto3_o_h_3|御 贷 阿 古 陀 兜 
itm_gekokujo_kabuto3_o_h_3_pl|御 贷 阿 古 陀 兜 
itm_gekokujo_eboshi_h_1|官 帽 型 兜 
itm_gekokujo_eboshi_h_1_pl|官 帽 型 兜 
itm_gekokujo_eboshi_h_2|官 帽 型 兜 
itm_gekokujo_eboshi_h_2_pl|官 帽 型 兜 
itm_gekokujo_eboshi_h_3|官 帽 型 兜 
itm_gekokujo_eboshi_h_3_pl|官 帽 型 兜 
itm_gekokujo_eboshi_h_saito|官 帽 型 兜 
itm_gekokujo_eboshi_h_saito_pl|官 帽 型 兜 
itm_gekokujo_eboshi_h_2_saito|官 帽 型 兜 
itm_gekokujo_eboshi_h_2_saito_pl|官 帽 型 兜 
itm_gekokujo_eboshi_h_ito|官 帽 型 兜 
itm_gekokujo_eboshi_h_ito_pl|官 帽 型 兜 
itm_gekokujo_eboshi_h_2_ito|官 帽 型 兜 
itm_gekokujo_eboshi_h_2_ito_pl|官 帽 型 兜 
itm_gekokujo_eboshi_nao|官 帽 型 兜 
itm_gekokujo_eboshi_nao_pl|官 帽 型 兜 
itm_gekokujo_eboshi_h_imagawa|官 帽 型 兜 
itm_gekokujo_eboshi_h_imagawa_pl|官 帽 型 兜 
itm_gekokujo_eboshi_h_2_imagawa|官 帽 型 兜 
itm_gekokujo_eboshi_h_2_imagawa_pl|官 帽 型 兜 
itm_gekokujo_shinomi_h_1|阿 古 陀 兜 
itm_gekokujo_shinomi_h_1_pl|阿 古 陀 兜 
itm_gekokujo_shinomi_h_2|阿 古 陀 兜 
itm_gekokujo_shinomi_h_2_pl|阿 古 陀 兜 
itm_gekokujo_shinomi_h_3|阿 古 陀 兜 
itm_gekokujo_shinomi_h_3_pl|阿 古 陀 兜 
itm_gekokujo_shinomi_o_h_saito|阿 古 陀 兜 
itm_gekokujo_shinomi_o_h_saito_pl|阿 古 陀 兜 
itm_gekokujo_shinomi_o_h_ito|阿 古 陀 兜 
itm_gekokujo_shinomi_o_h_ito_pl|阿 古 陀 兜 
itm_gekokujo_shinomi_saito|阿 古 陀 兜 
itm_gekokujo_shinomi_saito_pl|阿 古 陀 兜 
itm_gekokujo_shinomi_ito|阿 古 陀 兜 
itm_gekokujo_shinomi_ito_pl|阿 古 陀 兜 
itm_gekokujo_shinomi_imagawa|阿 古 陀 兜 
itm_gekokujo_shinomi_imagawa_pl|阿 古 陀 兜 
itm_gekokujo_shinomi_o_h_imagawa|阿 古 陀 兜 
itm_gekokujo_shinomi_o_h_imagawa_pl|阿 古 陀 兜 
itm_gekokujo_shinomi_ashikaga|阿 古 陀 兜 
itm_gekokujo_shinomi_ashikaga_pl|阿 古 陀 兜 
itm_gekokujo_shinomi_blu1|阿 古 陀 兜 
itm_gekokujo_shinomi_blu1_pl|阿 古 陀 兜 
itm_gekokujo_zunari_h_1|日 根 野 型 兜 
itm_gekokujo_zunari_h_1_pl|日 根 野 型 兜 
itm_gekokujo_zunari_h_2|日 根 野 型 兜 
itm_gekokujo_zunari_h_2_pl|日 根 野 型 兜 
itm_gekokujo_zunari_h_3|日 根 野 型 兜 
itm_gekokujo_zunari_h_3_pl|日 根 野 型 兜 
itm_spk|日 根 野 型 兜 
itm_spk_pl|日 根 野 型 兜 
itm_spk2|日 根 野 型 兜 
itm_spk2_pl|日 根 野 型 兜 
itm_spk3|日 根 野 型 兜 
itm_spk3_pl|日 根 野 型 兜 
itm_heiyuankuic|日 根 野 型 兜 
itm_heiyuankuic_pl|日 根 野 型 兜 
itm_heikui|牛 角 日 根 野 型 兜 
itm_heikui_pl|牛 角 日 根 野 型 兜 
itm_gekokujo_eboshi_m_1|官 帽 型 兜 
itm_gekokujo_eboshi_m_1_pl|官 帽 型 兜 
itm_gekokujo_eboshi_m_2|官 帽 型 兜 
itm_gekokujo_eboshi_m_2_pl|官 帽 型 兜 
